now,intensity,humidity,temperature,temperature_from_humidity,temperature_from_pressure,pressure,orientation_roll,orientation_pitch,orientation_yaw,compass,compass_raw_x,compass_raw_y,compass_raw_z,gyro_roll,gyro_pitch,gyro_yaw,gyro_raw_x,gyro_raw_y,gyro_raw_z,accelerometer_raw_x,accelerometer_raw_y,accelerometer_raw_z
2023-05-15 10:02:28.189497,0.7108819000004587,41.62848663330078,30.97614288330078,30.97614288330078,29.93958282470703,1016.40673828125,0.14108518790857674,359.4646579370649,172.6588357267566,172.6588357267566,-14.918011665344238,-1.8980709314346313,19.058040618896484,0.14002342699797032,359.468627237468,172.64424644268945,-0.0008018556982278824,0.005421876907348633,-0.01764223352074623,0.011637403629720211,0.0026707183569669724,0.9872159361839294
2023-05-15 10:02:28.852476,0.7108819000004587,41.72908401489258,31.012794494628906,31.012794494628906,29.9375,1016.408203125,0.19540333450016095,357.50901165356294,172.7798256977142,172.77804984853,-26.026697158813477,-3.383758544921875,34.897857666015625,0.19714197782968623,357.5147434629371,172.79272109486718,-0.0002476237714290619,0.006445990409702063,0.015977544710040092,0.01600143127143383,0.005827021785080433,0.9869722723960876
2023-05-15 10:02:29.112391,0.6924917999990612,42.61244583129883,30.939489364624023,30.939489364624023,29.941665649414062,1016.40283203125,0.18735922594752388,358.29042606230405,172.967273409296,172.9627928052005,-28.828733444213867,-3.641982078552246,38.440677642822266,0.1870831368946673,358.2964087744084,172.9711939378796,0.0006377734243869781,0.00460388045758009,0.008021431975066662,0.014304309152066708,0.006069814320653677,0.9879470467567444
2023-05-15 10:02:29.372163,0.6978982999962682,40.23585510253906,31.159406661987305,31.159406661987305,29.945833206176758,1016.39892578125,0.1838964267600332,358.33858209760376,173.02650480977837,173.01471590327094,-29.746623992919922,-4.032259464263916,39.33429718017578,0.1834904040303877,358.34211298523957,173.00492141200112,-0.000270698219537735,0.004178309813141823,0.0018060095608234406,0.015516539104282856,0.0038846812676638365,0.9855100512504578
2023-05-15 10:02:29.637166,0.6989972999926977,41.71022033691406,30.994468688964844,30.994468688964844,29.943750381469727,1016.402099609375,0.1728311334384291,358.38126501694427,173.02498850778264,173.02498850778264,-29.840234756469727,-3.5948197841644287,39.525203704833984,0.17053803082672955,358.38776500915657,173.04419499972872,-0.001091478392481804,0.0026015194598585367,0.018757708370685577,0.020123012363910675,0.011168458499014378,0.9862411618232727
2023-05-15 10:02:29.898337,0.7007212999960757,41.75737762451172,30.902835845947266,30.902835845947266,29.947917938232422,1016.406494140625,0.12383645229420868,358.4151151143057,174.4339335901512,174.39200988902567,-29.4521484375,-4.055086612701416,39.594322204589844,0.12436081605535261,358.4261245254741,174.48923080167162,0.0010247640311717987,0.007424401585012674,0.08648469299077988,-0.01135443989187479,-0.011578842997550964,0.9857537150382996
2023-05-15 10:02:30.161564,0.7037943000009363,42.118896484375,30.994468688964844,30.994468688964844,29.960416793823242,1016.417724609375,0.47747541962628975,359.23839783560703,163.5243729572133,163.68536051595052,-29.976200103759766,-4.2025933265686035,38.9517936706543,0.4947903760590952,359.27911013865025,160.99867828516932,-0.0139175895601511,0.00738175492733717,-2.560169219970703,-0.3961712121963501,-0.1343628168106079,0.967476487159729
2023-05-15 10:02:30.422192,0.7125248999964242,42.34209442138672,30.994468688964844,30.994468688964844,29.945833206176758,1016.42578125,0.4879402299301013,0.040075641367160575,98.03947666704167,99.40044650068008,-33.61478805541992,-10.001770973205566,39.01346206665039,0.4418212451894414,0.13320214909039033,92.75202915504887,-0.040490228682756424,0.022653385996818542,-7.550632953643799,-0.7476651668548584,0.789804220199585,0.952610969543457
2023-05-15 10:02:30.686885,0.7228535000090233,41.766807556152344,31.012794494628906,31.012794494628906,29.927082061767578,1016.43701171875,359.2794117875516,0.5456705362597829,12.031951958867742,14.725776859973479,-27.806289672851562,-21.898067474365234,38.53727340698242,359.1389411565858,0.4498326301990432,7.520810087560251,-0.07989104092121124,-0.008195308968424797,-7.48740816116333,-0.6975575089454651,0.7932033538818359,0.9226362705230713
2023-05-15 10:02:30.946432,0.7308694000025753,40.94002914428711,30.829530715942383,30.829530715942383,29.887500762939453,1016.436767578125,358.8086185340894,359.15484231722127,290.64062426162525,287.5659872859874,-17.964529037475586,-16.512868881225586,39.30391311645508,358.8684370106753,359.02420374356564,276.88873504709994,-0.04873690754175186,0.028456605970859528,-7.24092435836792,-0.6346144676208496,0.7252214550971985,0.9813672304153442
2023-05-15 10:02:31.210579,0.7233448000088174,42.25407028198242,30.792877197265625,30.792877197265625,29.860416412353516,1016.43212890625,0.10531105827443003,358.5851339973947,199.48144303234756,198.65739436936386,-26.45870590209961,-10.249258995056152,39.219032287597656,0.26358551112682815,358.6471150826265,188.712707239717,-0.05331839993596077,0.028456605970859528,-7.0918731689453125,-0.6007979512214661,0.7019133567810059,0.9901403188705444
2023-05-15 10:02:31.470846,0.7224489000018366,41.56561279296875,30.792877197265625,30.792877197265625,29.839584350585938,1016.427490234375,0.8115818602011327,359.71618170764344,120.08738877954536,120.70750165429082,-31.39923095703125,-19.173370361328125,38.92787170410156,0.7879189366258879,359.85856025590437,113.30516802807361,-0.05087493732571602,0.02020992524921894,-7.015820503234863,-0.5842599868774414,0.6917160153388977,0.9867285490036011
