now,intensity,humidity,temperature,temperature_from_humidity,temperature_from_pressure,pressure,orientation_roll,orientation_pitch,orientation_yaw,compass,compass_raw_x,compass_raw_y,compass_raw_z,gyro_roll,gyro_pitch,gyro_yaw,gyro_raw_x,gyro_raw_y,gyro_raw_z,accelerometer_raw_x,accelerometer_raw_y,accelerometer_raw_z,accelerometer_roll,accelerometer_pitch,accelerometer_yaw
2023-06-02 14:48:39.266787,0.9136450000150944,45.75923156738281,29.051868438720703,29.051868438720703,27.916667938232422,1025.22314453125,1.3403985845187918,359.6478037233671,165.15988907472956,165.15988907472956,-11.282686233520508,-2.5462558269500732,20.37639617919922,1.3412299466068291,359.64766845360504,165.16005299926962,-0.0016348306089639664,-0.00042170961387455463,-0.001656695269048214,0.0053338101133704185,0.018695026636123657,0.9889218211174011,1.3352119096178132,359.645010202677,165.15789465949192
2023-06-02 14:48:39.886293,0.9136450000150944,45.344268798828125,29.08852195739746,29.08852195739746,27.918750762939453,1025.22119140625,1.3264093966032535,359.64905703639937,165.15789465949192,165.16548982984895,-20.636043548583984,-4.52446985244751,37.7861442565918,1.327369678511875,359.64831286594494,165.17238832091067,-0.0012169461697340012,-0.0021802238188683987,-0.0003297021612524986,0.00315179699100554,0.020880160853266716,0.9889218211174011,1.3210145076542956,359.64980430178326,165.17191020766876
2023-06-02 14:48:40.114409,0.9124470999959158,45.16193771362305,29.125173568725586,29.125173568725586,27.920833587646484,1025.23681640625,1.3180994042608751,359.65628017489007,165.17191020766876,165.15662424430627,-22.39645004272461,-5.454732418060303,41.20828628540039,1.3200329881262236,359.65468436522355,165.13576484658105,0.001166393980383873,-0.002410322427749634,-0.0018055113032460213,0.0033942428417503834,0.01772385649383068,0.982342004776001,1.31993896630343,359.652974816899,165.13337428037156
2023-06-02 14:48:40.346950,0.9113011999725131,45.916412353515625,29.125173568725586,29.125173568725586,27.922916412353516,1025.248779296875,1.3141941368812147,359.6559664130751,165.1333879407499,165.1333879407499,-23.053569793701172,-5.281792640686035,42.1168098449707,1.3144939181527548,359.65570257033795,165.1316120915657,-0.0006675589829683304,0.0004161805845797062,0.00014301948249340057,0.007515823468565941,0.020151784643530846,0.9877033233642578,1.3148451392864815,359.6557894951673,165.1317760161058
2023-06-02 14:48:40.579374,0.9113011999725131,45.256248474121094,29.070194244384766,29.070194244384766,27.918750762939453,1025.25146484375,1.3093140734409463,359.654961494813,165.1317760161058,165.118607411386,-22.822553634643555,-5.402010917663574,42.12731170654297,1.3085618988585987,359.6535922286474,165.10772008984898,0.002427848055958748,0.00015244213864207268,-0.002240079455077648,0.0021820133551955223,0.019666196778416634,0.982342004776001,1.3076630886525074,359.6567239771036,165.10535684439617
2023-06-02 14:48:40.810954,0.9073584998768638,45.78752136230469,29.125173568725586,29.125173568725586,27.927082061767578,1025.24658203125,1.3021692686822899,359.6626361995213,165.10535684439617,165.0917511075695,-22.58367919921875,-5.4228010177612305,42.54121398925781,1.3018690605239267,359.66150057385005,165.0770388800973,-0.0005794577300548553,-0.0007554807234555483,0.0006504254415631294,0.0029093509074300528,0.018937820568680763,0.988434374332428,1.2988808527620461,359.6618806365248,165.07784484241935
2023-06-02 14:48:41.042934,0.9065980999148451,47.16443634033203,29.161827087402344,29.161827087402344,27.922916412353516,1025.2509765625,1.293584681390936,359.6673444943761,165.0778585027977,165.0828035597568,-22.980518341064453,-5.062148094177246,42.32170867919922,1.2931830876120802,359.6649545951773,165.09095880562577,0.0011355765163898468,-7.79004767537117e-05,0.00035382527858018875,0.0026669050566852093,0.01772385649383068,0.9869722723960876,1.2894752553881155,359.66729177385344,165.0914369188677
2023-06-02 14:48:41.281183,0.9057855999126332,45.957279205322266,29.106847763061523,29.106847763061523,27.933334350585938,1025.2626953125,1.2785755541332444,359.67319196339884,165.09145057924601,165.10073963651723,-23.456830978393555,-5.237281799316406,42.42984390258789,1.2774719449737584,359.6705739999148,165.1044142782907,0.0007728338241577148,-0.0003532753325998783,-0.00016897544264793396,0.002424459205940366,0.017481066286563873,0.9911150336265564,1.2765747355932537,359.6697928770697,165.10422303299396
2023-06-02 14:48:41.513388,0.9057855999126332,45.567466735839844,29.08852195739746,29.08852195739746,27.943750381469727,1025.245361328125,1.2690654762093536,359.6803181985807,165.1042366933723,165.1042366933723,-23.090707778930664,-5.325804233551025,42.6093864440918,1.271212930373088,359.6796219461722,165.09978341003344,0.00077027827501297,-0.00037651602178812027,-0.0006631417199969292,0.0016971214208751917,0.01699548028409481,0.9840478897094727,1.274553106320636,359.6811556704864,165.09907307035976
2023-06-02 14:48:41.746318,0.9081449999721372,45.63348388671875,29.180152893066406,29.180152893066406,27.952083587646484,1025.234130859375,1.2684912067105436,359.6881606698105,165.0990867307381,165.0816834087329,-22.707481384277344,-5.527110576629639,42.391178131103516,1.2668354194453446,359.68910755814505,165.06459427542953,-0.0006263051182031631,-0.0006445548497140408,-0.00036110542714595795,0.004848918411880732,0.023065295070409775,0.9877033233642578,1.264589461147174,359.68847034952023,165.06418446407932
2023-06-02 14:48:41.978093,0.9093638001795625,45.426002502441406,29.19847869873047,29.19847869873047,27.954166412353516,1025.24462890625,1.262520447437189,359.69152669909124,165.06418446407932,165.06242227527346,-23.010658264160156,-5.380614280700684,42.12572479248047,1.263122571301208,359.69145202057763,165.05846076555486,-0.0006405152380466461,-0.0006497118156403303,0.00030336808413267136,0.0046064723283052444,0.01918061450123787,0.9862411618232727,1.2638964103898291,359.69203093247063,165.05876129387835
