now,intensity,humidity,temperature,temperature_from_humidity,temperature_from_pressure,pressure,gyro_roll,gyro_pitch,gyro_yaw,gyro_raw_x,gyro_raw_y,gyro_raw_z
2023-06-05 10:06:33.388029,0.8805814999968788,38.26793670654297,31.50760841369629,31.50760841369629,30.354167938232422,1026.8779296875,0.0,0.0,0.0,0.0007488597184419632,-0.0017268848605453968,0.0008334619924426079
2023-06-05 10:06:33.960889,0.8805814999968788,37.70836639404297,31.47095489501953,31.47095489501953,30.356250762939453,1026.87939453125,0.024103347379738235,359.85862126069946,0.03636607158042343,0.0010241996496915817,-0.003425698494538665,0.0014012325555086136
2023-06-05 10:06:34.091400,0.8805814999968788,36.35660171508789,31.45262908935547,31.45262908935547,30.339584350585938,1026.876220703125,0.022032344310456448,359.83137452886257,0.0486331913813655,0.0010152962058782578,-0.004207367543131113,0.0004485826939344406
2023-06-05 10:06:34.225941,0.8748418999980458,36.249717712402344,31.379323959350586,31.379323959350586,30.352083206176758,1026.872314453125,0.0067423113491716655,359.8147686447832,0.05011678984439293,-0.00015917792916297913,-0.004107508342713118,0.0016398755833506584
2023-06-05 10:06:34.356577,0.8742846000027384,37.86555099487305,31.489282608032227,31.489282608032227,30.347915649414062,1026.879150390625,0.007451802251786699,359.7959755927253,0.06029412188830902,0.0016428753733634949,-0.002199087291955948,-0.00021153129637241364
2023-06-05 10:06:34.491000,0.8732689000007667,38.76777267456055,31.434303283691406,31.434303283691406,30.352083206176758,1026.887939453125,0.03144362628274665,359.75621872909335,0.06443174910188226,0.0033596325665712357,-0.0026658237911760807,0.0009815758094191551
2023-06-05 10:06:34.621525,0.8728001999893422,38.26164627075195,31.41597557067871,31.41597557067871,30.352083206176758,1026.892333984375,0.03510954689181918,0.22130226457451216,0.06428299905434275,0.0012010745704174042,-0.005055069457739592,0.0018699457868933678
2023-06-05 10:06:34.752109,0.8699981000072512,37.39086151123047,31.41597557067871,31.41597557067871,30.34583282470703,1026.9072265625,0.0420589408721365,0.19934255272247325,0.06463029149527542,0.002066986635327339,-0.004626655951142311,-0.0005594473332166672
2023-06-05 10:06:34.886869,0.8697793000019374,39.83975601196289,31.580913543701172,31.580913543701172,30.358333587646484,1026.9140625,0.059755310676244934,0.16984572712132529,0.07187501445096976,0.0004915501922369003,-0.0035866883117705584,0.0024319104850292206
2023-06-05 10:06:35.018062,0.8677531999987877,38.330806732177734,31.56258773803711,31.56258773803711,30.362499237060547,1026.919677734375,0.057650725287701696,0.1490965862583918,0.08213693345187757,-0.0004105903208255768,-0.002581383567303419,-0.00033165328204631805
2023-06-05 10:06:35.148733,0.8697793000019374,38.45969772338867,31.36099624633789,31.36099624633789,30.364582061767578,1026.91943359375,0.07574624427659267,0.13195686686647948,0.08542886451830554,0.00044847652316093445,-0.08027791231870651,0.0005651582032442093
2023-06-05 10:06:35.283289,0.8697793000019374,38.3433837890625,31.52593421936035,31.52593421936035,30.37291717529297,1026.927001953125,0.0849083093880367,0.010846517993568776,0.08956157586330622,0.00011808797717094421,-0.002312843222171068,0.002047816291451454
2023-06-05 10:06:35.413749,0.8721700000032797,38.34967041015625,31.489282608032227,31.489282608032227,30.362499237060547,1026.926025390625,0.0934583255168241,359.9918452952434,0.09888507089495792,0.0021960586309432983,-0.001329809078015387,0.0004932060837745667
2023-06-05 10:06:35.544500,0.8721700000032797,39.94978332519531,31.52593421936035,31.52593421936035,30.366666793823242,1026.927978515625,0.1000284472300607,359.48507177166846,0.10741344252779153,0.00034630298614501953,-0.002080395119264722,0.002263421192765236
2023-06-05 10:06:35.678963,0.8721700000032797,38.44397735595703,31.52593421936035,31.52593421936035,30.362499237060547,1026.9189453125,0.11604498069958276,359.4730868173875,0.11307983816636419,-0.0009017661213874817,-0.002321446780115366,-0.00048443209379911423
2023-06-05 10:06:35.809553,0.8721700000032797,37.997581481933594,31.52593421936035,31.52593421936035,30.370834350585938,1026.921142578125,0.12471019623965464,359.48280494927684,0.11527983942998266,-1.1187046766281128e-05,-0.0011135322274640203,0.00011717155575752258
2023-06-05 10:06:35.940220,0.8721700000032797,39.3462028503418,31.47095489501953,31.47095489501953,30.368749618530273,1026.921142578125,0.14577703428048627,359.4688006068791,0.11611328259128288,0.001435164362192154,0.00044022052315995097,0.00041356589645147324
2023-06-05 10:06:36.074870,0.8732012000004943,38.073028564453125,31.544261932373047,31.544261932373047,30.37708282470703,1026.916748046875,0.1412615055067409,359.4587093759063,0.12497462594615462,-0.0009746886789798737,-0.000440021074609831,-0.0008165575563907623
2023-06-05 10:06:36.205295,0.8732012000004943,37.90956115722656,31.47095489501953,31.47095489501953,30.383333206176758,1026.912109375,0.1340426092038457,359.9417559420488,0.13351947274231823,0.0014601927250623703,-0.0014070055913180113,0.0015777256339788437
2023-06-05 10:06:36.335804,0.8732012000004943,37.686363220214844,31.580913543701172,31.580913543701172,30.383333206176758,1026.91650390625,0.12560752568207828,359.93517905017734,0.1508912451432391,-3.9501115679740906e-05,-0.07854712754487991,0.0015099979937076569
2023-06-05 10:06:36.470173,0.8699407999993127,38.20506286621094,31.47095489501953,31.47095489501953,30.391666412353516,1026.916259765625,0.12146622990986881,359.81590468400105,0.1544308172578263,0.0005725082010030746,-0.0015103614423424006,0.0011795572936534882
2023-06-05 10:06:36.600674,0.8699407999993127,37.752376556396484,31.544261932373047,31.544261932373047,30.389583587646484,1026.907958984375,0.1321583174263552,359.37195295339905,0.1562157244468078,0.002034734934568405,0.0019189785234630108,0.0005547832697629929
