now,intensity,humidity,temperature,temperature_from_humidity,temperature_from_pressure,pressure,orientation_roll,orientation_pitch,orientation_yaw,compass,compass_raw_x,compass_raw_y,compass_raw_z,gyro_roll,gyro_pitch,gyro_yaw,gyro_raw_x,gyro_raw_y,gyro_raw_z,accelerometer_raw_x,accelerometer_raw_y,accelerometer_raw_z,accelerometer_roll,accelerometer_pitch,accelerometer_yaw
2023-05-31 14:12:20.301452,0.8148657999990974,40.53135681152344,33.52351379394531,33.52351379394531,32.493751525878906,1029.504150390625,1.1596088132738434,359.09636832068486,120.4349361252723,120.4349361252723,-10.068743705749512,-17.257936477661133,16.64590835571289,1.159064959461181,359.09585296156763,120.43537325737917,0.0013918839395046234,0.0002140586730092764,0.0009451722726225853,0.013576971367001534,0.018937820568680763,0.9835605025291443,1.160895663602156,359.09611197514755,120.4366436725648
2023-05-31 14:12:20.969013,0.8172616999909224,41.74480056762695,33.468536376953125,33.468536376953125,32.485416412353516,1029.522216796875,1.1575744841182374,359.0995920632514,120.4366436725648,120.43505906867736,-18.35727882385254,-31.47191047668457,31.10017204284668,1.1558461260931068,359.1001654789765,120.43542789889254,0.0008216295391321182,-0.0006677731871604919,4.140753298997879e-05,0.014789201319217682,0.018937820568680763,0.9852663278579712,1.1557280918865125,359.100686921231,120.43546888002756
2023-05-31 14:12:21.246210,0.8169125999993412,40.83628845214844,33.63347244262695,33.63347244262695,32.48125076293945,1029.533935546875,1.1546220281277935,359.1031011796592,120.43546888002756,120.42908948334276,-19.837356567382812,-34.56086349487305,33.91206359863281,1.1537191624968823,359.1030702303645,120.4184207278592,0.00018255412578582764,0.0017422169912606478,-0.0008813347667455673,0.014061863534152508,0.01845223642885685,0.9847790002822876,1.1529773399199956,359.106628065231,120.41753280326711
2023-05-31 14:12:21.523966,0.815355400005501,40.603660583496094,33.59682083129883,33.59682083129883,32.47291564941406,1029.533935546875,1.1497421781309367,359.10970869399006,120.41753280326711,120.40982834988333,-20.36871910095215,-35.24381637573242,33.996002197265625,1.150607370999707,359.1101863269843,120.40485597216755,-0.001306029036641121,0.00043713091872632504,0.0003852667286992073,0.014061863534152508,0.018695026636123657,0.9850226640701294,1.149017857913798,359.111780269021,120.40529310427443
2023-05-31 14:12:21.808250,0.8141678999672877,41.028053283691406,33.50518798828125,33.50518798828125,32.485416412353516,1029.547119140625,1.1474090281991427,359.1147857656992,120.40529310427443,120.40134525493417,-20.41522979736328,-35.322994232177734,34.85934066772461,1.1482700589213874,359.1158679771567,120.39706955651374,0.0010975170880556107,-0.0004996694624423981,0.0013115331530570984,0.013334525749087334,0.018695026636123657,0.9857537150382996,1.147343927958616,359.11787317128665,120.39876344342791
2023-05-31 14:12:22.090481,0.8141678999672877,40.31444549560547,33.52351379394531,33.52351379394531,32.474998474121094,1029.54443359375,1.1461091578227247,359.1200496003935,120.39876344342791,120.38906457480648,-20.466386795043945,-35.763275146484375,34.90011215209961,1.1456550569646247,359.12153041742204,120.37942034769843,-0.00012396648526191711,0.0007516965270042419,0.00043390877544879913,0.015031646937131882,0.017966650426387787,0.9840478897094727,1.1455154649734625,359.1223228260875,120.37989846094032
2023-05-31 14:12:22.371538,0.8145377000582812,40.49363327026367,33.67012405395508,33.67012405395508,32.474998474121094,1029.525146484375,1.1424585284330586,359.12554043215596,120.37989846094032,120.37305461139198,-20.481107711791992,-35.623504638671875,35.06159973144531,1.1395823784622485,359.1253999330303,120.3660331769252,0.0018145553767681122,0.00041506486013531685,-0.001439516432583332,0.015274092555046082,0.018695026636123657,0.9842915534973145,1.1394254975547498,359.12632766481863,120.36502230892805
2023-05-31 14:12:22.628638,0.8160324000309629,40.95260238647461,33.578495025634766,33.578495025634766,32.477081298828125,1029.53466796875,1.1387791909045373,359.1268861928658,120.36502230892805,120.36239951628676,-20.668855667114258,-35.63241195678711,35.540653228759766,1.1401023266128159,359.12833808831215,120.36112910110114,0.0008312556892633438,0.0009726262651383877,0.00038170628249645233,0.014061863534152508,0.01772385649383068,0.9855100512504578,1.1399138560804056,359.1306138753271,120.36140230866793
2023-05-31 14:12:22.860431,0.820407500010333,40.55965042114258,33.45021057128906,33.45021057128906,32.46458435058594,1029.533447265625,1.13748284234441,359.13416605394315,120.36140230866793,120.36390215790416,-20.605297088623047,-35.55965805053711,35.67574691772461,1.1366541482990171,359.1334859165122,120.3619350634232,-0.0016212724149227142,-0.00028661638498306274,-1.3342127203941345e-05,0.013819416984915733,0.019666196778416634,0.9842915534973145,1.1341996557877496,359.1337723042097,120.36192140304486
2023-05-31 14:12:23.102572,0.8228032999577408,41.3801383972168,33.50518798828125,33.50518798828125,32.477081298828125,1029.522216796875,1.1340709494105772,359.135950013977,120.36192140304486,120.35246842123357,-20.316020965576172,-35.49927520751953,35.15278244018555,1.1351063634000689,359.1364958955021,120.3453513641184,-0.00036477018147706985,-0.0023867632262408733,0.000228075310587883,0.014304309152066708,0.017966650426387787,0.9850226640701294,1.1347708303570918,359.13431327653626,120.34552894903683
2023-05-31 14:12:23.334075,0.8241106000023137,40.84572219848633,33.541839599609375,33.541839599609375,32.47291564941406,1029.51953125,1.13153524168121,359.135030873286,120.34551528865849,120.3326881933972,-20.312280654907227,-35.91291809082031,35.4124870300293,1.1331401226927513,359.13314403352774,120.32073536234968,-0.004250410944223404,-0.0007907366380095482,-0.0016482211649417877,0.014546754769980907,0.018209444358944893,0.9830730557441711,1.129284160741162,359.1324523167917,120.31921906035394
